mon,dom,dow,carrier,flight,org,mile,depart,duration,delay
11,17,3,WN,614,SMF,373,17.83,85,59
1,29,5,WN,2190,SMF,647,16.67,110,0
0,4,5,AA,1567,JFK,1623,12.00,230,-4
4,26,1,UA,127,ORD,1745,18.67,261,3
5,2,1,US,26,OGG,2845,21.67,349,182
2,12,3,US,1896,ORD,599,7.67,114,32
10,29,6,AA,761,ORD,258,10.58,70,-15
6,18,5,OH,5287,JFK,1028,20.08,195,159
7,8,5,OO,3940,SMF,532,16.08,98,4
5,27,5,OO,5488,SFO,329,20.53,93,50
0,1,2,AA,2057,ORD,2072,7.83,275,40
5,5,4,AA,337,LGA,733,14.98,160,54
11,4,4,OO,6503,SFO,451,19.05,90,66
11,6,6,OO,5449,SMF,86,17.02,47,21
5,21,6,WN,1468,SJC,308,20.17,80,125
8,18,4,OO,5522,SFO,238,7.42,79,-8
8,19,5,OO,5724,SFO,78,15.88,38,0
6,7,1,B6,91,JFK,2576,15.92,373,-22
1,25,1,UA,341,ORD,416,9.75,89,-10
3,2,3,OH,5556,JFK,267,13.67,91,16
11,14,0,OO,6623,SFO,326,14.98,72,68
11,13,6,UA,73,SFO,2398,9.08,325,-15
7,4,1,OO,5908,ORD,773,8.62,122,46
1,15,5,WN,1337,SMF,479,15.92,90,19
3,21,1,UA,589,ORD,802,9.75,142,-5
3,21,1,OO,5785,SFO,304,11.25,91,1
0,6,0,UA,352,ORD,590,18.30,111,64
2,16,0,OO,5829,ORD,67,17.93,53,-9
7,19,2,AA,345,ORD,1041,20.42,155,22
10,24,1,AA,1041,ORD,1829,8.92,285,2
0,7,1,UA,248,ORD,235,18.42,75,178
2,6,4,WN,1359,TUS,365,10.33,75,12
0,19,6,AA,408,ORD,678,20.67,110,52
6,2,3,UA,395,ORD,1723,17.83,250,56
11,17,3,OO,4549,ORD,1249,13.42,216,38
5,13,5,UA,52,SFO,2565,22.25,326,17
4,5,1,OO,6567,ORD,911,20.95,152,9
5,11,3,OH,5287,JFK,1028,20.08,195,30
11,22,1,WN,615,TUS,365,14.42,75,8
5,24,2,UA,472,SMF,1781,6.03,237,-9
5,30,1,AA,647,JFK,1597,13.42,235,79
3,20,0,UA,638,ORD,719,9.00,124,23
4,11,0,UA,896,ORD,606,16.67,119,66
2,17,1,UA,119,SFO,337,16.00,84,54
2,1,6,B6,91,JFK,2576,15.17,390,16
11,13,6,US,2122,LGA,185,10.00,68,-26
6,13,0,US,378,SMF,2244,22.50,280,60
6,10,4,OO,5866,ORD,466,12.65,99,7
7,10,0,UA,472,SMF,1781,6.03,237,-24
1,3,0,WN,1009,SFO,337,15.75,90,30
0,31,4,B6,1073,JFK,288,8.08,96,-25
10,14,5,AA,1462,ORD,719,8.33,125,-10
0,20,0,US,817,ORD,678,7.25,121,100
1,3,0,B6,112,JFK,301,22.92,83,-9
5,22,0,B6,629,JFK,1428,20.08,247,NA
11,9,2,UA,1534,ORD,1005,16.18,160,62
4,11,0,OO,6588,SFO,192,16.20,55,17
4,21,3,UA,522,SFO,550,23.00,99,22
5,7,6,AA,780,ORD,1197,6.25,170,26
0,12,6,AA,133,JFK,2475,16.08,375,19
7,14,4,UA,681,LGA,733,13.00,156,-18
6,30,3,AA,2491,ORD,978,21.92,150,18
8,15,1,US,2179,LGA,214,15.00,75,20
5,20,5,UA,1272,SFO,451,17.38,87,17
11,24,3,WN,3943,SMF,397,14.00,80,40
6,4,5,OO,5655,SMF,86,10.97,52,50
4,14,3,OH,5232,ORD,740,9.58,141,17
3,19,6,OO,5830,ORD,760,19.67,120,-20
10,22,6,OO,6503,SFO,451,19.15,90,116
4,22,4,OO,6156,ORD,174,13.17,55,-8
3,20,0,WN,2881,SMF,358,19.92,70,33
2,25,2,WN,613,SJC,697,8.58,130,-1
9,30,4,B6,393,LGA,950,7.50,159,-2
2,25,2,UA,1534,ORD,1005,15.60,153,-6
7,9,6,AA,59,JFK,2586,7.00,355,49
6,31,4,AA,1201,ORD,258,14.67,65,38
0,25,5,UA,878,SFO,2586,11.92,324,114
7,21,4,AA,1929,SFO,337,7.92,85,NA
1,1,5,AA,1186,ORD,235,14.50,75,34
3,13,0,AA,1704,ORD,719,9.25,125,9
10,11,2,UA,328,ORD,599,6.65,107,1
6,25,5,HA,305,OGG,100,11.58,34,NA
7,13,3,B6,68,JFK,209,9.83,83,-34
2,3,1,UA,665,SFO,192,15.82,57,82
7,6,3,WN,2621,SMF,389,21.17,75,12
1,29,5,WN,3394,SJC,333,10.50,70,23
5,4,3,AA,394,ORD,733,6.75,125,17
7,27,3,OH,5195,JFK,892,11.48,164,2
0,7,1,AA,2435,ORD,1440,12.33,230,25
7,10,0,AA,785,LGA,1389,18.42,230,21
11,10,3,UA,1530,ORD,1005,10.75,160,-4
7,11,1,AA,1635,JFK,1597,8.00,235,24
10,10,1,US,3,SMF,647,6.00,109,-4
5,29,0,OO,6186,ORD,738,13.33,147,NA
7,13,3,US,782,SFO,2296,13.17,304,-3
4,26,1,WN,2975,SFO,447,12.50,85,64
11,8,1,OH,6504,JFK,145,15.08,75,-20
8,8,1,OO,6352,SFO,751,21.28,120,6
3,15,2,AA,339,LGA,733,15.83,155,-2
6,17,4,US,206,SMF,647,12.50,114,34
9,31,5,UA,837,JFK,2586,7.05,382,27
8,8,1,US,2130,LGA,185,14.00,71,NA
9,3,5,B6,377,LGA,1076,13.08,175,50
4,7,3,OH,5094,ORD,264,16.25,77,16
9,16,4,AA,2077,ORD,585,10.17,115,-5
10,4,2,OO,4515,ORD,606,12.82,119,-14
1,4,1,OO,6045,ORD,462,9.83,105,19
1,13,3,UA,602,ORD,612,7.00,105,NA
7,25,1,AA,2470,ORD,647,20.92,110,1
11,3,3,UA,311,SFO,372,12.83,95,42
4,27,2,US,1547,ORD,599,16.00,118,-22
3,10,4,AA,1459,ORD,235,21.75,70,75
8,10,3,WN,629,SMF,373,21.75,80,5
7,29,5,UA,1255,JFK,2586,7.30,385,-24
1,10,0,UA,852,SFO,447,13.70,89,13
7,19,2,B6,141,JFK,1028,6.58,158,25
4,3,6,AA,2099,ORD,1745,7.25,265,24
4,6,2,OO,5796,SFO,153,20.00,57,24
10,13,4,WN,2846,TUS,451,6.00,95,-12
1,3,0,OO,5491,SFO,77,22.50,43,0
6,17,4,UA,1547,ORD,1515,15.00,231,54
3,22,2,WN,1948,SJC,333,7.08,70,-1
1,1,5,AQ,225,OGG,100,16.92,34,-3
5,10,2,AA,73,ORD,4243,9.00,540,8
6,6,0,OH,5809,JFK,228,8.50,102,28
9,4,6,AA,1622,ORD,647,14.42,110,-16
2,15,6,UA,790,SFO,2139,10.73,275,-10
8,7,0,WN,1073,TUS,367,11.33,70,-11
9,9,4,US,670,ORD,678,5.75,122,23
1,14,4,UA,959,ORD,888,19.92,154,16
10,24,1,OO,5847,ORD,409,13.23,89,10
2,12,3,UA,668,ORD,733,6.00,128,22
2,26,3,B6,49,JFK,944,14.25,168,60
11,19,5,B6,363,LGA,1035,7.58,171,-8
10,21,5,B6,101,JFK,1028,10.60,178,-5
8,24,3,OO,5910,ORD,773,9.10,122,-3
8,28,0,B6,148,JFK,267,20.83,102,49
2,26,3,UA,1200,SFO,679,6.95,120,-6
4,9,5,OO,5923,ORD,84,6.77,45,-14
5,13,5,UA,745,LGA,1619,14.22,259,68
6,28,1,UA,689,LGA,733,17.08,165,68
6,23,3,UA,1234,ORD,783,18.92,131,72
4,12,1,OO,5563,SMF,86,8.40,50,-19
9,22,3,AA,1929,SFO,337,7.58,85,-12
3,27,0,WN,1008,SJC,569,8.42,105,-12
1,28,4,AA,1311,ORD,678,11.83,115,23
3,25,5,AA,2079,ORD,1723,8.17,260,35
3,3,4,US,784,SFO,2296,22.67,284,10
0,7,1,UA,605,ORD,1739,9.92,269,60
9,24,5,UA,10,SFO,2586,11.62,343,25
7,24,0,AA,301,ORD,258,8.08,65,-6
10,19,3,B6,1402,SFO,1504,8.75,205,-13
3,19,6,UA,573,SFO,447,8.67,90,-5
10,30,0,US,1561,ORD,678,13.83,119,259
4,15,4,OO,6669,ORD,1186,10.07,190,11
0,7,1,OO,4124,SFO,599,6.17,104,59
5,10,2,OO,5473,SFO,329,14.75,93,16
7,12,2,B6,1026,JFK,187,21.67,91,69
6,20,0,UA,1137,SFO,337,17.25,87,78
2,1,6,B6,855,JFK,1028,21.75,162,52
8,29,1,OO,3908,SFO,599,10.08,110,24
7,24,0,OO,4097,ORD,264,13.78,73,13
4,28,3,UA,75,SFO,2398,12.75,317,-18
4,25,0,UA,139,ORD,1846,9.97,273,7
3,4,5,WN,817,SFO,337,9.83,85,-10
1,14,4,AA,336,ORD,733,21.58,115,34
1,9,6,WN,2372,TUS,367,18.92,70,72
2,6,4,OH,5105,ORD,264,13.83,75,30
0,25,5,UA,901,SFO,447,18.28,87,56
7,14,4,B6,201,JFK,2465,8.50,357,-1
4,9,5,UA,10,SFO,2586,11.33,343,127
8,5,5,WN,637,SJC,342,9.50,75,-6
2,30,0,UA,1234,ORD,783,18.92,128,40
10,13,4,WN,2278,SJC,948,14.42,145,-11
1,26,2,UA,780,SFO,550,19.00,101,-7
3,1,2,B6,153,JFK,944,16.83,180,248
8,2,2,AA,1245,JFK,1090,5.67,175,-8
1,26,2,WN,629,SJC,342,16.00,75,-8
3,16,3,AA,2331,ORD,802,14.33,145,21
5,15,0,AA,2393,LGA,761,16.00,165,24
0,18,5,UA,421,ORD,1723,9.83,262,38
1,8,5,WN,1602,SMF,479,6.33,95,-6
3,24,4,OO,5869,ORD,130,10.22,54,-6
5,11,3,AA,1447,ORD,837,13.67,135,40
7,11,1,OH,5533,JFK,289,12.83,94,471
1,22,5,OH,5283,JFK,213,18.50,115,NA
11,28,0,UA,382,ORD,589,8.90,108,1
2,2,0,AA,485,ORD,585,21.17,110,175
11,29,1,UA,266,ORD,240,18.75,70,20
1,17,0,OH,5245,LGA,641,15.25,151,-26
0,18,5,UA,31,SFO,2338,9.00,319,-5
11,11,4,B6,705,JFK,1597,18.50,257,33
9,27,1,UA,688,ORD,733,16.00,143,22
3,5,6,OO,4088,SJC,585,13.00,114,21
9,20,1,WN,429,SMF,397,13.33,80,-7
2,12,3,B6,640,JFK,187,17.33,95,38
6,13,0,OO,5857,ORD,130,20.17,55,105
5,19,4,AA,1447,ORD,837,13.67,135,85
2,16,0,OH,5032,ORD,264,19.17,73,145
9,14,2,AA,1005,ORD,1739,10.42,265,-7
10,14,5,WN,2175,TUS,365,18.17,80,-3
4,1,4,US,2114,LGA,185,6.00,61,0
4,2,5,OO,6047,ORD,139,17.28,53,NA
10,11,2,UA,152,SFO,1846,18.83,243,-2
11,18,4,WN,623,SFO,447,13.75,90,107
4,19,1,OO,5785,SFO,304,11.25,91,48
3,18,5,UA,446,ORD,599,15.92,114,61
10,7,5,WN,1163,SMF,404,15.42,85,-9
1,8,5,UA,479,SFO,679,18.17,122,18
1,17,0,UA,658,ORD,719,18.00,142,124
7,1,5,UA,628,ORD,612,20.83,107,16
11,26,5,B6,602,JFK,274,20.17,103,-22
10,1,6,AA,85,JFK,2586,14.98,370,70
1,8,5,AA,1559,LGA,1097,17.08,190,23
10,1,6,US,658,SFO,2521,10.75,321,11
11,7,0,UA,870,SFO,2586,12.85,338,57
9,2,4,UA,872,SFO,2419,11.65,310,11
2,3,1,UA,522,SFO,550,22.25,102,0
4,6,2,UA,566,SMF,1781,10.28,238,-4
3,7,1,UA,695,LGA,733,19.98,160,NA
11,23,2,OO,6759,ORD,1013,17.17,180,39
10,7,5,WN,3139,SJC,308,18.58,75,23
3,28,1,US,1668,ORD,678,5.75,124,-17
11,19,5,AA,301,ORD,258,8.33,70,70
7,18,1,AA,1217,JFK,740,17.25,165,20
4,22,4,UA,620,ORD,612,16.00,109,65
5,1,0,OO,5525,SFO,86,13.42,47,22
9,11,6,B6,709,JFK,1597,6.00,223,-8
1,17,0,OO,5474,SFO,250,8.92,79,-19
7,17,0,UA,1452,ORD,1005,16.98,156,19
6,23,3,B6,1105,JFK,426,12.42,100,81
8,22,1,UA,907,ORD,1846,17.08,277,26
9,10,5,UA,1597,ORD,1515,17.75,240,100
10,25,2,B6,383,LGA,1076,21.75,166,16
4,12,1,UA,959,ORD,888,20.08,153,27
6,16,3,OH,5123,LGA,834,8.47,159,88
11,1,1,OO,5893,ORD,1437,9.63,236,45
6,16,3,WN,2428,SJC,569,16.58,100,93
7,1,5,UA,827,ORD,299,22.78,74,48
6,15,2,US,573,SFO,414,13.58,92,-7
7,13,3,US,2126,LGA,185,12.00,73,-7
4,22,4,B6,199,JFK,2248,21.08,347,50
1,2,6,AA,1797,ORD,258,11.75,65,NA
4,1,4,OO,6517,TUS,451,5.00,92,-12
4,19,1,OO,6388,SFO,522,16.63,93,-10
5,18,3,AA,2361,ORD,802,21.83,129,48
4,2,5,OO,5944,ORD,557,15.75,108,NA
1,4,1,AA,1472,SFO,1846,13.67,255,NA
2,25,2,US,468,JFK,2248,7.75,360,-16
6,21,1,UA,635,ORD,416,8.77,85,NA
1,3,0,OO,5886,ORD,84,17.83,48,121
5,3,2,UA,128,ORD,678,7.00,119,-18
3,30,3,UA,1178,SMF,910,7.33,145,18
1,8,5,US,1237,ORD,599,16.08,117,49
7,18,1,OO,6274,ORD,738,15.85,137,-10
8,30,2,OO,5910,ORD,773,9.10,122,1
6,22,2,OO,5556,SFO,199,19.07,64,0
10,4,2,OH,6626,JFK,382,20.75,119,-39
0,5,6,WN,1924,SFO,414,16.33,90,296
11,15,1,UA,612,ORD,612,12.02,108,29
10,19,3,UA,35,SFO,2338,9.17,332,8
9,7,2,US,2191,LGA,214,21.00,77,-30
1,3,0,UA,524,ORD,867,7.58,131,NA
6,23,3,OH,5711,JFK,209,22.00,98,162
3,22,2,AA,301,ORD,258,8.08,70,108
3,22,2,AA,459,ORD,1197,9.83,175,1
7,17,0,OH,5552,JFK,508,9.00,146,-1
0,15,2,UA,602,ORD,612,7.00,103,27
0,31,4,AA,496,ORD,612,6.58,105,6
9,17,5,B6,915,JFK,740,13.67,158,-2
11,26,5,UA,530,ORD,334,7.08,91,105
1,4,1,AA,810,ORD,612,13.83,105,28
7,18,1,OO,5792,SFO,462,15.17,120,20
0,2,3,UA,1201,ORD,1726,15.33,264,4
6,21,1,OO,6171,ORD,1332,9.82,213,20
8,24,3,UA,327,ORD,258,17.17,73,-1
2,25,2,B6,199,JFK,2248,21.17,365,20
8,3,3,UA,725,ORD,802,20.27,142,6
0,7,1,AA,1917,JFK,944,15.75,185,-16
1,8,5,AA,1635,JFK,1597,8.08,230,80
6,22,2,OO,5726,SFO,462,9.30,123,20
3,13,0,UA,850,ORD,733,19.00,136,-12
4,22,4,US,17,JFK,2153,17.92,350,18
7,16,6,AA,876,ORD,867,6.92,135,40
10,16,0,OH,6790,JFK,187,8.67,94,6
9,23,4,UA,432,ORD,599,13.32,115,-9
7,19,2,UA,1236,ORD,622,13.33,118,13
11,3,3,AA,1571,ORD,334,12.17,85,NA
11,12,5,WN,2386,SMF,479,6.25,95,14
11,26,5,OH,6473,LGA,647,20.98,143,-14
0,2,3,OO,5674,SFO,199,15.25,69,-12
4,9,5,AA,1178,SFO,1464,15.33,205,23
11,24,3,OO,5829,ORD,67,12.25,51,91
8,2,2,OH,6283,ORD,264,16.33,77,-15
3,25,5,AA,1247,ORD,1745,11.00,255,53
5,22,0,OO,5850,ORD,67,18.28,49,NA
5,11,3,US,400,JFK,2153,6.92,321,2
5,9,1,B6,89,JFK,2430,20.00,367,24
5,23,1,AA,1544,ORD,612,18.17,110,130
5,11,3,UA,446,ORD,599,15.75,115,NA
0,12,6,UA,1675,ORD,2072,8.08,279,5
2,9,0,UA,1597,ORD,1515,18.03,241,60
8,23,2,US,1892,ORD,599,15.92,113,2
1,9,6,OH,5161,LGA,866,13.78,177,-4
7,18,1,B6,919,JFK,740,20.50,171,-38
2,7,5,OO,6218,ORD,738,20.75,134,NA
4,20,2,OO,5450,SFO,77,15.12,42,34
3,7,1,AA,2223,LGA,887,15.92,170,20
3,16,3,WN,1014,SJC,308,6.50,70,-7
8,2,2,AA,341,ORD,334,18.92,85,5
5,3,2,OO,5720,SFO,78,8.25,45,-9
0,2,3,UA,727,SMF,373,19.08,85,NA
1,28,4,AA,386,ORD,733,8.75,125,NA
2,23,0,AA,406,ORD,647,10.75,110,-6
5,13,5,UA,191,ORD,1723,15.83,247,67
4,22,4,B6,375,LGA,1076,9.58,185,28
11,17,3,UA,941,ORD,888,17.23,158,38
1,7,4,OO,5824,ORD,109,8.00,54,19
5,14,6,B6,101,JFK,2576,7.83,362,16
9,19,0,B6,608,JFK,274,22.50,81,57
5,16,1,AA,1802,SMF,1431,8.00,197,-13
6,31,4,AA,1622,SJC,342,16.00,75,-1
6,15,2,AA,1103,ORD,888,8.42,150,-4
11,11,4,UA,138,ORD,763,13.13,124,-25
8,12,5,US,2171,LGA,214,11.00,82,-2
3,24,4,UA,651,ORD,1723,20.25,259,42
3,9,3,US,425,SJC,621,12.53,113,-12
3,10,4,OO,6768,ORD,240,16.37,68,NA
9,18,6,HA,529,OGG,100,12.83,34,-6
11,9,2,AA,791,LGA,1389,21.25,245,-12
4,9,5,AA,1608,SFO,1846,23.33,235,0
9,7,2,UA,818,ORD,719,20.75,130,19
11,22,1,UA,722,ORD,589,15.73,110,195
2,19,3,WN,1162,SJC,621,11.75,105,16
0,25,5,OH,5673,LGA,641,10.40,154,-28
4,31,6,B6,217,JFK,2465,18.50,374,59
7,1,5,OO,6585,ORD,213,14.85,61,66
4,30,5,AA,2349,ORD,802,18.83,150,144
6,28,1,UA,691,LGA,733,18.07,169,39
9,11,6,OO,5478,SFO,250,11.72,78,27
9,3,5,OH,6611,LGA,478,10.67,121,-3
11,2,2,AA,1165,JFK,1090,7.50,200,46
6,2,3,OH,5046,JFK,508,20.17,145,71
4,19,1,HA,40,OGG,2562,15.08,310,3
3,11,5,AA,319,ORD,258,13.00,65,32
1,21,4,AA,1359,ORD,606,11.33,120,10
2,15,6,AA,454,ORD,647,18.33,110,-13
8,3,3,US,551,SJC,621,12.50,110,11
5,17,2,AA,2074,ORD,1197,20.00,179,43
6,20,0,AA,1407,ORD,1745,12.33,255,27
5,9,1,OO,6226,ORD,584,15.75,110,9
11,26,5,WN,709,SJC,296,20.17,60,11
5,24,2,UA,392,ORD,594,18.67,109,21
5,9,1,OO,6493,SJC,308,14.63,80,-8
8,17,3,UA,432,ORD,599,13.48,111,79
8,22,1,OH,6507,JFK,288,8.50,103,-9
4,5,1,OO,5820,SFO,326,13.08,70,-2
10,15,6,AA,133,JFK,2475,15.92,390,45
0,24,4,WN,3250,SJC,417,14.92,75,0
0,5,6,OO,5476,SFO,250,10.28,81,81
5,20,5,UA,1200,SFO,679,6.00,123,42
8,22,1,OO,6001,ORD,416,14.88,89,-7
9,17,5,OH,6579,JFK,340,15.75,122,-1
1,10,0,AA,2463,ORD,403,7.75,85,NA
11,7,0,WN,2192,SFO,651,12.42,120,92
5,2,1,OO,5477,SFO,158,14.33,63,12
7,17,0,UA,1463,ORD,1515,11.98,231,101
7,14,4,AA,789,ORD,888,15.58,155,43
1,1,5,OH,4987,LGA,834,12.32,179,27
6,14,1,AA,895,ORD,888,12.67,145,-2
5,4,3,UA,144,ORD,177,13.33,65,31
2,6,4,WN,278,SJC,333,16.42,70,1
9,18,6,AA,655,JFK,1623,8.17,225,18
1,27,3,OO,5577,SMF,86,5.75,50,-2
11,6,6,OO,6123,ORD,286,13.18,74,4
6,13,0,AA,1144,SFO,1464,13.25,220,51
1,7,4,OO,6752,ORD,607,6.00,101,35
3,11,5,UA,597,ORD,334,20.15,83,191
7,13,3,WN,621,SFO,414,16.75,90,0
11,28,0,OO,4553,ORD,264,6.00,73,NA
6,15,2,UA,381,ORD,1781,10.17,262,252
6,31,4,B6,11,JFK,1069,21.42,193,63
8,29,1,UA,247,ORD,888,9.87,158,-5
9,13,1,OO,6059,ORD,738,10.85,131,-20
3,8,2,UA,1532,ORD,1005,13.70,158,-2
6,2,3,AA,85,JFK,2586,14.92,360,193
3,7,1,UA,1536,ORD,1005,19.23,158,22
5,4,3,UA,684,ORD,733,14.00,139,111
11,31,3,WN,3551,TUS,451,9.25,100,35
3,16,3,OO,6069,SFO,599,8.62,110,-12
3,10,4,OO,5991,ORD,522,18.00,102,190
8,5,5,B6,91,JFK,2576,15.92,392,17
1,17,0,AA,1503,ORD,1120,11.50,165,51
10,14,5,US,631,SFO,2254,12.25,275,4
3,27,0,B6,115,JFK,1182,18.50,225,-5
0,11,5,WN,2025,SJC,386,17.00,80,0
0,6,0,WN,2807,SMF,389,20.42,75,57
1,18,1,AA,1544,SFO,1846,10.92,255,85
4,7,3,B6,21,JFK,1005,18.08,192,-18
10,25,2,B6,917,JFK,740,16.25,181,17
1,25,1,UA,421,ORD,1723,9.83,262,-18
3,20,0,US,1627,LGA,544,17.08,128,33
5,11,3,AA,2357,ORD,802,20.75,135,89
10,13,4,AA,1526,ORD,1005,15.58,160,-13
8,10,3,AA,1651,ORD,1745,14.00,265,52
0,8,2,UA,598,SFO,967,8.00,150,-5
1,24,0,UA,636,ORD,412,6.50,86,31
8,22,1,WN,1784,SJC,386,16.00,80,72
9,27,1,OO,6388,SFO,522,17.48,91,-7
10,30,0,WN,1951,SMF,389,6.17,75,14
5,15,0,WN,1896,SFO,337,12.00,80,183
2,30,0,OO,5850,ORD,67,18.08,47,NA
8,22,1,US,2171,LGA,214,11.00,82,34
6,10,4,OO,6499,SJC,308,10.42,80,14
6,5,6,AA,1245,JFK,1090,5.67,175,11
8,16,2,OO,6123,ORD,286,13.18,76,61
0,8,2,WN,2969,SJC,188,11.42,55,76
4,23,5,WN,210,SMF,397,18.17,80,57
3,26,6,OO,5944,ORD,557,17.42,108,60
4,8,4,WN,1374,TUS,451,15.33,95,-6
9,26,0,AA,2337,ORD,802,15.83,145,-1
7,5,2,B6,611,JFK,829,8.67,155,-1
2,25,2,B6,916,ORD,740,16.08,141,66
8,28,0,OH,6798,JFK,187,19.33,106,75
3,30,3,WN,637,SMF,605,13.50,105,13
10,2,0,UA,1003,OGG,84,16.20,40,-17
0,16,3,AA,375,JFK,1391,17.42,265,-17
11,19,5,OH,6373,LGA,585,16.00,150,NA
6,10,4,B6,43,JFK,944,19.50,183,64
7,4,1,AA,1899,LGA,887,6.50,150,-14
11,15,1,AA,350,ORD,733,18.50,130,58
5,3,2,US,2181,LGA,214,16.00,80,4
9,15,3,B6,22,JFK,209,22.58,83,2
8,17,3,UA,1536,ORD,1005,19.22,157,50
5,12,4,OO,5868,ORD,631,14.10,110,20
3,14,1,WN,3516,SJC,296,19.08,60,22
3,5,6,UA,462,ORD,528,19.42,100,27
10,30,0,AA,444,ORD,867,10.25,130,32
10,25,2,UA,532,ORD,867,10.30,134,6
6,2,3,UA,463,ORD,334,22.58,82,79
10,26,3,AA,455,ORD,1745,15.17,260,-6
8,3,3,AA,1339,ORD,1723,17.83,260,-10
11,17,3,WN,991,SMF,373,19.42,80,86
6,3,4,OH,5525,LGA,866,21.50,159,26
2,26,3,B6,739,JFK,1617,23.92,228,-8
0,22,2,AA,2099,ORD,1745,6.92,270,30
2,7,5,UA,1160,ORD,678,10.68,119,0
3,12,6,WN,2161,TUS,1440,13.83,195,3
0,8,2,OO,6153,ORD,160,16.83,56,136
7,20,3,UA,682,ORD,733,13.05,132,16
4,29,4,AA,2393,LGA,761,16.17,155,-22
11,16,2,UA,448,SMF,910,14.67,134,15
5,10,2,UA,10,SFO,2586,11.28,354,228
6,8,2,AA,14,OGG,2486,21.33,300,NA
11,17,3,AA,1964,ORD,1197,12.92,180,-8
1,4,1,UA,862,SFO,967,10.95,151,33
1,22,5,UA,129,ORD,1745,20.50,277,142
4,21,3,WN,1145,SMF,397,15.17,80,10
0,6,0,AA,1031,ORD,1236,18.83,195,59
5,2,1,UA,514,ORD,865,18.67,142,22
5,15,0,US,210,SMF,647,18.85,113,NA
7,1,5,OO,5751,SFO,315,11.12,89,-7
3,16,3,US,2181,LGA,214,16.00,80,34
5,21,6,OO,5522,SFO,238,7.65,77,17
5,2,1,UA,382,ORD,589,9.08,111,NA
7,2,6,B6,309,JFK,228,15.50,88,NA
0,28,1,WN,1632,SJC,308,11.42,75,1
8,25,4,OO,5937,ORD,160,14.90,52,3
7,24,0,UA,508,ORD,763,18.75,125,-16
4,17,6,OO,6550,TUS,639,8.17,114,-1
4,16,5,B6,15,JFK,1069,16.58,191,123
2,7,5,OO,5982,ORD,157,20.92,55,17
1,23,6,UA,843,SFO,1846,13.23,241,7
4,15,4,AA,352,ORD,733,17.75,150,-42
1,21,4,UA,466,SFO,967,15.75,145,157
5,26,4,OO,5495,SFO,158,20.97,62,112
0,17,4,WN,2558,SJC,621,11.67,105,-10
1,23,6,OO,5928,ORD,179,13.17,57,-7
10,12,3,UA,133,SFO,337,9.08,98,-28
0,12,6,AA,305,LGA,733,6.83,155,10
1,3,0,OO,5830,ORD,760,19.50,125,275
0,10,4,UA,136,SFO,1846,9.77,254,17
1,11,1,WN,278,SJC,333,16.42,70,NA
5,4,3,OO,6398,SFO,522,21.42,90,7
4,13,2,AA,1689,ORD,1739,19.33,255,136
6,23,3,WN,3514,SMF,373,6.25,80,-3
4,5,1,OO,6201,ORD,344,19.83,77,35
0,3,4,WN,2965,SJC,697,14.83,130,-2
8,30,2,WN,2102,SJC,188,12.33,55,-10
7,21,4,AA,181,JFK,2475,16.92,375,23
5,29,0,AA,178,SFO,2586,13.50,340,114
11,28,0,AA,1613,ORD,1846,14.67,285,-5
2,23,0,AA,455,ORD,1745,15.17,265,-15
5,25,3,WN,2452,SJC,333,19.83,70,23
7,1,5,OH,5457,JFK,228,8.42,102,-42
10,6,4,UA,683,LGA,733,14.02,159,129
10,7,5,UA,442,ORD,316,18.75,85,65
5,17,2,HA,155,OGG,100,8.67,34,-1
0,10,4,WN,2114,SJC,333,9.17,70,-13
11,19,5,UA,536,ORD,867,13.42,138,100
11,13,6,B6,347,JFK,1041,12.80,184,-9
7,7,4,OO,6165,ORD,462,8.17,98,-9
1,1,5,UA,29,JFK,2475,19.00,393,159
0,28,1,UA,534,ORD,867,13.08,136,20
7,16,6,UA,520,ORD,783,7.20,124,17
0,11,5,OO,5984,ORD,174,21.50,57,-1
4,31,6,UA,88,SFO,2565,10.83,343,0
3,8,2,UA,640,ORD,606,21.18,108,223
0,21,1,UA,931,SFO,337,17.93,84,91
10,23,0,UA,896,ORD,606,13.18,119,-10
9,1,3,WN,343,SJC,308,6.50,75,-3
10,3,1,AA,354,ORD,733,16.75,135,26
6,7,1,AA,257,JFK,2248,16.42,330,9
2,27,4,B6,1085,JFK,541,17.00,135,-20
2,15,6,OO,5781,SMF,207,6.83,65,17
0,28,1,OO,6485,ORD,438,17.83,99,NA
11,15,1,B6,17,JFK,1069,11.08,185,-13
4,29,4,OO,5718,SFO,78,13.57,45,60
5,23,1,UA,245,ORD,888,8.98,149,-4
11,19,5,OH,6393,JFK,228,15.08,90,NA
0,18,5,OH,5083,JFK,740,9.75,170,75
3,9,3,B6,66,JFK,301,10.92,85,-11
6,18,5,B6,9,JFK,944,17.92,183,50
9,11,6,UA,755,ORD,1721,8.02,275,-19
5,23,1,UA,448,SMF,910,13.97,141,16
9,6,1,B6,67,JFK,1069,14.98,189,-11
7,12,2,WN,621,SFO,414,16.75,90,-10
6,2,3,AA,1411,ORD,334,21.83,80,235
5,18,3,AA,2098,ORD,867,16.58,145,-20
8,25,4,WN,119,SMF,480,9.25,90,-9
9,24,5,AA,933,JFK,1090,12.00,170,28
0,3,4,UA,1226,ORD,622,6.50,112,0
5,15,0,OO,5991,ORD,522,20.15,103,132
8,10,3,OH,6897,JFK,740,7.48,171,-8
